week,state,covid_admissions,influenza_admissions,rsv_admissions,total_respiratory_admissions
2025-10-04,AK,5.0,2.0,1.0,8.0
2025-10-11,AK,4.0,0.0,0.0,4.0
2025-10-18,AK,5.0,0.0,1.0,6.0
2025-10-25,AK,2.0,1.0,0.0,3.0
2025-11-01,AK,10.0,0.0,3.0,13.0
2025-11-08,AK,18.0,3.0,3.0,24.0
2025-11-15,AK,5.0,0.0,3.0,8.0
2025-11-22,AK,5.0,3.0,2.0,10.0
2025-11-29,AK,2.0,8.0,0.0,10.0
2025-12-06,AK,5.0,13.0,1.0,19.0
2025-12-13,AK,9.0,13.0,3.0,25.0
2025-12-20,AK,4.0,45.0,4.0,53.0
2025-12-27,AK,8.0,86.0,8.0,102.0
2026-01-03,AK,9.0,75.0,6.0,90.0
2026-01-10,AK,11.0,46.0,8.0,65.0
2026-01-17,AK,7.0,35.0,12.0,54.0
2026-01-24,AK,3.0,26.0,9.0,38.0
2026-01-31,AK,8.0,26.0,14.0,48.0
2025-10-04,AL,86.0,21.0,15.0,122.0
2025-10-11,AL,68.0,14.0,20.0,102.0
2025-10-18,AL,71.0,12.0,21.0,104.0
2025-10-25,AL,49.0,11.0,19.0,79.0
2025-11-01,AL,51.0,15.0,24.0,90.0
2025-11-08,AL,45.0,18.0,37.0,100.0
2025-11-15,AL,54.0,31.0,40.0,125.0
2025-11-22,AL,60.0,37.0,56.0,153.0
2025-11-29,AL,55.0,46.0,51.0,152.0
2025-12-06,AL,61.0,67.0,78.0,206.0
2025-12-13,AL,74.0,104.0,84.0,262.0
2025-12-20,AL,92.0,275.0,92.0,459.0
2025-12-27,AL,107.0,498.0,109.0,714.0
2026-01-03,AL,145.0,495.0,113.0,753.0
2026-01-10,AL,116.0,313.0,121.0,550.0
2026-01-17,AL,140.0,206.0,68.0,414.0
2026-01-24,AL,105.0,248.0,86.0,439.0
2026-01-31,AL,110.0,261.0,72.0,443.0
2020-10-03,AR,439.0,,,439.0
2020-10-10,AR,547.0,,,547.0
2020-10-17,AR,600.0,0.0,,600.0
2020-10-24,AR,602.0,4.0,,606.0
2020-10-31,AR,588.0,8.0,,596.0
2020-11-07,AR,663.0,14.0,,677.0
2020-11-14,AR,791.0,10.0,,801.0
2020-11-21,AR,916.0,6.0,,922.0
2020-11-28,AR,907.0,13.0,,920.0
2020-12-05,AR,981.0,6.0,,987.0
2020-12-12,AR,,12.0,,12.0
2020-12-19,AR,,11.0,,11.0
2020-12-26,AR,,9.0,,9.0
2021-01-02,AR,,20.0,,20.0
2021-01-09,AR,,20.0,,20.0
2021-01-16,AR,,17.0,,17.0
2021-01-23,AR,,13.0,,13.0
2021-01-30,AR,844.0,21.0,,865.0
2021-02-06,AR,741.0,9.0,,750.0
2021-02-13,AR,636.0,19.0,,655.0
2021-02-20,AR,439.0,16.0,,455.0
2021-02-27,AR,399.0,10.0,,409.0
2021-03-06,AR,253.0,10.0,,263.0
2021-03-13,AR,198.0,21.0,,219.0
2021-03-20,AR,213.0,13.0,,226.0
2021-03-27,AR,133.0,14.0,,147.0
2021-04-03,AR,133.0,11.0,,144.0
2021-04-10,AR,176.0,14.0,,190.0
2021-04-17,AR,170.0,16.0,,186.0
2021-04-24,AR,166.0,18.0,,184.0
2021-05-01,AR,202.0,15.0,,217.0
2021-05-08,AR,197.0,6.0,,203.0
2021-05-15,AR,180.0,6.0,,186.0
2021-05-22,AR,211.0,3.0,,214.0
2021-05-29,AR,205.0,1.0,,206.0
2021-06-05,AR,171.0,7.0,,178.0
2021-06-12,AR,201.0,1.0,,202.0
2021-06-19,AR,265.0,4.0,,269.0
2021-06-26,AR,334.0,4.0,,338.0
2021-07-03,AR,400.0,2.0,,402.0
2021-07-10,AR,586.0,1.0,,587.0
2021-07-17,AR,700.0,1.0,,701.0
2021-07-24,AR,893.0,1.0,,894.0
2021-07-31,AR,,0.0,,0.0
2021-08-07,AR,,3.0,,3.0
2021-08-14,AR,,2.0,,2.0
2021-08-21,AR,,3.0,,3.0
2021-08-28,AR,,5.0,,5.0
2021-09-04,AR,981.0,2.0,,983.0
2021-09-11,AR,861.0,0.0,,861.0
2021-09-18,AR,830.0,2.0,,832.0
2021-09-25,AR,704.0,3.0,,707.0
2021-10-02,AR,492.0,0.0,,492.0
2020-08-08,AS,,,,0.0
2020-08-15,AS,,,,0.0
2020-08-22,AS,,,,0.0
2020-08-29,AS,,,,0.0
2020-09-05,AS,,,,0.0
2020-09-12,AS,,,,0.0
2020-09-19,AS,,,,0.0
2020-09-26,AS,,,,0.0
2021-10-09,AS,0.0,0.0,,0.0
2021-10-16,AS,0.0,0.0,,0.0
2021-10-23,AS,0.0,0.0,,0.0
2021-10-30,AS,0.0,0.0,,0.0
2021-11-06,AS,0.0,0.0,,0.0
2021-11-13,AS,0.0,0.0,,0.0
2021-11-20,AS,0.0,0.0,,0.0
2021-11-27,AS,0.0,0.0,,0.0
2021-12-04,AS,0.0,0.0,,0.0
2021-12-11,AS,0.0,0.0,,0.0
2021-12-18,AS,0.0,0.0,,0.0
2021-12-25,AS,0.0,0.0,,0.0
2022-01-01,AS,0.0,0.0,,0.0
2022-01-08,AS,0.0,0.0,,0.0
2022-01-15,AS,0.0,0.0,,0.0
2022-01-22,AS,0.0,0.0,,0.0
2022-01-29,AS,0.0,0.0,,0.0
2022-02-05,AS,0.0,0.0,,0.0
2022-02-12,AS,0.0,0.0,,0.0
2022-02-19,AS,0.0,0.0,,0.0
2022-02-26,AS,1.0,0.0,,1.0
2022-03-05,AS,6.0,0.0,,6.0
2022-03-12,AS,4.0,0.0,,4.0
2022-03-19,AS,7.0,0.0,,7.0
2022-03-26,AS,12.0,0.0,,12.0
2022-04-02,AS,18.0,0.0,,18.0
2022-04-09,AS,45.0,0.0,,45.0
2022-04-16,AS,19.0,0.0,,19.0
2022-04-23,AS,6.0,0.0,,6.0
2022-04-30,AS,1.0,0.0,,1.0
2022-05-07,AS,0.0,0.0,,0.0
2022-05-14,AS,0.0,0.0,,0.0
2022-05-21,AS,0.0,0.0,,0.0
2022-05-28,AS,9.0,0.0,,9.0
2022-06-04,AS,2.0,0.0,,2.0
2022-06-11,AS,3.0,0.0,,3.0
2022-06-18,AS,3.0,0.0,,3.0
2022-06-25,AS,4.0,0.0,,4.0
2022-07-02,AS,14.0,0.0,,14.0
2022-07-09,AS,40.0,0.0,,40.0
2022-07-16,AS,42.0,0.0,,42.0
2022-07-23,AS,13.0,0.0,,13.0
2022-07-30,AS,6.0,1.0,,7.0
2022-08-06,AS,1.0,0.0,,1.0
2022-08-13,AS,1.0,0.0,,1.0
2022-08-20,AS,1.0,0.0,,1.0
2022-08-27,AS,0.0,0.0,,0.0
2022-09-03,AS,1.0,0.0,,1.0
2022-09-10,AS,1.0,0.0,,1.0
2022-09-17,AS,0.0,0.0,,0.0
2022-09-24,AS,0.0,0.0,,0.0
2022-10-01,AS,0.0,0.0,,0.0
2022-10-08,AZ,286.0,13.0,,299.0
2022-10-15,AZ,262.0,11.0,,273.0
2022-10-22,AZ,361.0,24.0,,385.0
2022-10-29,AZ,359.0,26.0,,385.0
2022-11-05,AZ,525.0,79.0,,604.0
2022-11-12,AZ,707.0,134.0,,841.0
2022-11-19,AZ,906.0,308.0,,1214.0
2022-11-26,AZ,,570.0,,570.0
2022-12-03,AZ,,799.0,,799.0
2022-12-10,AZ,,779.0,,779.0
2022-12-17,AZ,952.0,568.0,,1520.0
2022-12-24,AZ,837.0,580.0,,1417.0
2022-12-31,AZ,830.0,656.0,,1486.0
2023-01-07,AZ,697.0,386.0,,1083.0
2023-01-14,AZ,573.0,163.0,,736.0
2023-01-21,AZ,446.0,118.0,,564.0
2023-01-28,AZ,376.0,57.0,,433.0
2023-02-04,AZ,380.0,62.0,,442.0
2023-02-11,AZ,386.0,56.0,,442.0
2023-02-18,AZ,369.0,38.0,,407.0
2023-02-25,AZ,431.0,43.0,,474.0
2023-03-04,AZ,398.0,49.0,,447.0
2023-03-11,AZ,439.0,43.0,,482.0
2023-03-18,AZ,383.0,55.0,,438.0
2023-03-25,AZ,398.0,36.0,,434.0
2023-04-01,AZ,313.0,23.0,,336.0
2023-04-08,AZ,335.0,40.0,,375.0
2023-04-15,AZ,360.0,46.0,,406.0
2023-04-22,AZ,344.0,37.0,,381.0
2023-04-29,AZ,285.0,41.0,,326.0
2023-05-06,AZ,297.0,34.0,,331.0
2023-05-13,AZ,260.0,55.0,,315.0
2023-05-20,AZ,244.0,55.0,,299.0
2023-05-27,AZ,173.0,65.0,,238.0
2023-06-03,AZ,191.0,65.0,,256.0
2023-06-10,AZ,178.0,61.0,,239.0
2023-06-17,AZ,165.0,50.0,,215.0
2023-06-24,AZ,168.0,48.0,,216.0
2023-07-01,AZ,160.0,29.0,,189.0
2023-07-08,AZ,165.0,34.0,,199.0
2023-07-15,AZ,201.0,28.0,,229.0
2023-07-22,AZ,160.0,13.0,,173.0
2023-07-29,AZ,121.0,15.0,,136.0
2023-08-05,AZ,149.0,11.0,,160.0
2023-08-12,AZ,152.0,9.0,,161.0
2023-08-19,AZ,213.0,6.0,,219.0
2023-08-26,AZ,253.0,17.0,,270.0
2023-09-02,AZ,290.0,13.0,,303.0
2023-09-09,AZ,272.0,8.0,,280.0
2023-09-16,AZ,303.0,10.0,,313.0
2023-09-23,AZ,281.0,8.0,,289.0
2023-09-30,AZ,329.0,21.0,,350.0
2021-10-09,CO,,1.0,,1.0
2021-10-16,CO,,0.0,,0.0
2021-10-23,CO,,0.0,,0.0
2021-10-30,CO,,2.0,,2.0
2021-11-06,CO,,4.0,,4.0
2021-11-13,CO,,3.0,,3.0
2021-11-20,CO,,2.0,,2.0
2021-11-27,CO,,4.0,,4.0
2021-12-04,CO,,16.0,,16.0
2021-12-11,CO,,26.0,,26.0
2021-12-18,CO,,32.0,,32.0
2021-12-25,CO,,47.0,,47.0
2022-01-01,CO,,65.0,,65.0
2022-01-08,CO,,29.0,,29.0
2022-01-15,CO,,24.0,,24.0
2022-01-22,CO,,9.0,,9.0
2022-01-29,CO,,9.0,,9.0
2022-02-05,CO,,12.0,,12.0
2022-02-12,CO,871.0,27.0,,898.0
2022-02-19,CO,602.0,16.0,,618.0
2022-02-26,CO,441.0,24.0,,465.0
2022-03-05,CO,278.0,21.0,,299.0
2022-03-12,CO,230.0,38.0,,268.0
2022-03-19,CO,150.0,55.0,,205.0
2022-03-26,CO,133.0,82.0,,215.0
2022-04-02,CO,123.0,121.0,,244.0
2022-04-09,CO,101.0,104.0,,205.0
2022-04-16,CO,111.0,139.0,,250.0
2022-04-23,CO,185.0,179.0,,364.0
2022-04-30,CO,183.0,163.0,,346.0
2022-05-07,CO,255.0,258.0,,513.0
2022-05-14,CO,259.0,173.0,,432.0
2022-05-21,CO,345.0,120.0,,465.0
2022-05-28,CO,381.0,87.0,,468.0
2022-06-04,CO,480.0,75.0,,555.0
2022-06-11,CO,638.0,39.0,,677.0
2022-06-18,CO,569.0,25.0,,594.0
2022-06-25,CO,585.0,9.0,,594.0
2022-07-02,CO,595.0,13.0,,608.0
2022-07-09,CO,784.0,11.0,,795.0
2022-07-16,CO,635.0,9.0,,644.0
2022-07-23,CO,597.0,9.0,,606.0
2022-07-30,CO,511.0,8.0,,519.0
2022-08-06,CO,499.0,12.0,,511.0
2022-08-13,CO,449.0,10.0,,459.0
2022-08-20,CO,371.0,10.0,,381.0
2022-08-27,CO,359.0,1.0,,360.0
2022-09-03,CO,353.0,1.0,,354.0
2022-09-10,CO,311.0,2.0,,313.0
2022-09-17,CO,329.0,3.0,,332.0
2022-09-24,CO,271.0,4.0,,275.0
2022-10-01,CO,271.0,3.0,,274.0
2021-10-09,FL,,35.0,,35.0
2021-10-16,FL,,16.0,,16.0
2021-10-23,FL,,28.0,,28.0
2021-10-30,FL,,27.0,,27.0
2021-11-06,FL,,30.0,,30.0
2021-11-13,FL,,49.0,,49.0
2021-11-20,FL,,49.0,,49.0
2021-11-27,FL,,64.0,,64.0
2021-12-04,FL,,62.0,,62.0
2021-12-11,FL,,81.0,,81.0
2021-12-18,FL,,83.0,,83.0
2021-12-25,FL,,103.0,,103.0
2022-01-01,FL,,112.0,,112.0
2022-01-08,FL,,72.0,,72.0
2022-01-15,FL,,102.0,,102.0
2022-01-22,FL,,69.0,,69.0
2022-01-29,FL,,44.0,,44.0
2022-02-05,FL,,56.0,,56.0
2022-02-12,FL,,47.0,,47.0
2022-02-19,FL,,47.0,,47.0
2022-02-26,FL,,55.0,,55.0
2022-03-05,FL,,59.0,,59.0
2022-03-12,FL,,47.0,,47.0
2022-03-19,FL,,58.0,,58.0
2022-03-26,FL,814.0,84.0,,898.0
2022-04-02,FL,711.0,78.0,,789.0
2022-04-09,FL,693.0,83.0,,776.0
2022-04-16,FL,964.0,148.0,,1112.0
2022-04-23,FL,923.0,141.0,,1064.0
2022-04-30,FL,,164.0,,164.0
2022-05-07,FL,,213.0,,213.0
2022-05-14,FL,,278.0,,278.0
2022-05-21,FL,,371.0,,371.0
2022-05-28,FL,,517.0,,517.0
2022-06-04,FL,,665.0,,665.0
2022-06-11,FL,,551.0,,551.0
2022-06-18,FL,,461.0,,461.0
2022-06-25,FL,,302.0,,302.0
2022-07-02,FL,,208.0,,208.0
2022-07-09,FL,,161.0,,161.0
2022-07-16,FL,,124.0,,124.0
2022-07-23,FL,,89.0,,89.0
2022-07-30,FL,,74.0,,74.0
2022-08-06,FL,,69.0,,69.0
2022-08-13,FL,,74.0,,74.0
2022-08-20,FL,,60.0,,60.0
2022-08-27,FL,,65.0,,65.0
2022-09-03,FL,,53.0,,53.0
2022-09-10,FL,,50.0,,50.0
2022-09-17,FL,,79.0,,79.0
2022-09-24,FL,,78.0,,78.0
2022-10-01,FL,,78.0,,78.0
2023-10-07,FL,,227.0,,227.0
2023-10-14,FL,,213.0,,213.0
2023-10-21,FL,947.0,291.0,,1238.0
2023-10-28,FL,829.0,313.0,,1142.0
2023-11-04,FL,857.0,443.0,,1300.0
2023-11-11,FL,742.0,462.0,,1204.0
2023-11-18,FL,753.0,652.0,,1405.0
2023-11-25,FL,737.0,701.0,,1438.0
2023-12-02,FL,811.0,743.0,0.0,1554.0
2023-12-09,FL,906.0,761.0,0.0,1667.0
2023-12-16,FL,,843.0,0.0,843.0
2023-12-23,FL,,989.0,1.0,990.0
2023-12-30,FL,,,1.0,1.0
2024-01-06,FL,,,0.0,0.0
2024-01-13,FL,,,0.0,0.0
2024-01-20,FL,,908.0,0.0,908.0
2024-01-27,FL,,835.0,0.0,835.0
2024-02-03,FL,,711.0,0.0,711.0
2024-02-10,FL,,828.0,1.0,829.0
2024-02-17,FL,,678.0,0.0,678.0
2024-02-24,FL,,619.0,0.0,619.0
2024-03-02,FL,,538.0,0.0,538.0
2024-03-09,FL,,536.0,0.0,536.0
2024-03-16,FL,925.0,516.0,0.0,1441.0
2024-03-23,FL,792.0,423.0,0.0,1215.0
2024-03-30,FL,680.0,404.0,0.0,1084.0
2024-04-06,FL,577.0,312.0,0.0,889.0
2024-04-13,FL,473.0,326.0,0.0,799.0
2024-04-20,FL,420.0,239.0,0.0,659.0
2024-04-27,FL,428.0,262.0,0.0,690.0
2024-05-04,FL,312.0,141.0,0.0,453.0
2024-05-11,FL,161.0,85.0,0.0,246.0
2024-05-18,FL,196.0,91.0,0.0,287.0
2024-05-25,FL,202.0,97.0,0.0,299.0
2024-06-01,FL,252.0,77.0,0.0,329.0
2024-06-08,FL,283.0,81.0,0.0,364.0
2024-06-15,FL,325.0,80.0,0.0,405.0
2024-06-22,FL,487.0,64.0,0.0,551.0
2024-06-29,FL,561.0,62.0,0.0,623.0
2024-07-06,FL,717.0,56.0,0.0,773.0
2024-07-13,FL,830.0,78.0,0.0,908.0
2024-07-20,FL,999.0,59.0,0.0,1058.0
2024-07-27,FL,994.0,41.0,0.0,1035.0
2024-08-03,FL,950.0,54.0,0.0,1004.0
2024-08-10,FL,826.0,42.0,0.0,868.0
2024-08-17,FL,762.0,45.0,0.0,807.0
2024-08-24,FL,588.0,41.0,0.0,629.0
2024-08-31,FL,516.0,38.0,0.0,554.0
2024-09-07,FL,526.0,55.0,0.0,581.0
2024-09-14,FL,422.0,79.0,0.0,501.0
2024-09-21,FL,357.0,44.0,0.0,401.0
2024-09-28,FL,283.0,46.0,1.0,330.0
2021-10-09,HI,93.0,0.0,,93.0
2021-10-16,HI,68.0,0.0,,68.0
2021-10-23,HI,52.0,0.0,,52.0
2021-10-30,HI,64.0,0.0,,64.0
2021-11-06,HI,34.0,0.0,,34.0
2021-11-13,HI,42.0,0.0,,42.0
2021-11-20,HI,41.0,0.0,,41.0
2021-11-27,HI,34.0,1.0,,35.0
2021-12-04,HI,32.0,0.0,,32.0
2021-12-11,HI,35.0,0.0,,35.0
2021-12-18,HI,41.0,0.0,,41.0
2021-12-25,HI,91.0,1.0,,92.0
2022-01-01,HI,211.0,0.0,,211.0
2022-01-08,HI,323.0,0.0,,323.0
2022-01-15,HI,389.0,0.0,,389.0
2022-01-22,HI,410.0,0.0,,410.0
2022-01-29,HI,340.0,0.0,,340.0
2022-02-05,HI,261.0,0.0,,261.0
2022-02-12,HI,186.0,0.0,,186.0
2022-02-19,HI,169.0,0.0,,169.0
2022-02-26,HI,122.0,0.0,,122.0
2022-03-05,HI,86.0,0.0,,86.0
2022-03-12,HI,84.0,0.0,,84.0
2022-03-19,HI,65.0,1.0,,66.0
2022-03-26,HI,35.0,0.0,,35.0
2022-04-02,HI,48.0,1.0,,49.0
2022-04-09,HI,45.0,3.0,,48.0
2022-04-16,HI,54.0,9.0,,63.0
2022-04-23,HI,67.0,7.0,,74.0
2022-04-30,HI,87.0,4.0,,91.0
2022-05-07,HI,101.0,2.0,,103.0
2022-05-14,HI,138.0,3.0,,141.0
2022-05-21,HI,191.0,11.0,,202.0
2022-05-28,HI,191.0,9.0,,200.0
2022-06-04,HI,206.0,4.0,,210.0
2022-06-11,HI,239.0,3.0,,242.0
2022-06-18,HI,237.0,4.0,,241.0
2022-06-25,HI,279.0,6.0,,285.0
2022-07-02,HI,270.0,3.0,,273.0
2022-07-09,HI,221.0,3.0,,224.0
2022-07-16,HI,225.0,0.0,,225.0
2022-07-23,HI,224.0,1.0,,225.0
2022-07-30,HI,207.0,2.0,,209.0
2022-08-06,HI,210.0,3.0,,213.0
2022-08-13,HI,201.0,1.0,,202.0
2022-08-20,HI,174.0,1.0,,175.0
2022-08-27,HI,171.0,1.0,,172.0
2022-09-03,HI,162.0,2.0,,164.0
2022-09-10,HI,161.0,1.0,,162.0
2022-09-17,HI,101.0,2.0,,103.0
2022-09-24,HI,129.0,3.0,,132.0
2022-10-01,HI,123.0,4.0,,127.0
2021-10-09,ID,513.0,0.0,,513.0
2021-10-16,ID,446.0,0.0,,446.0
2021-10-23,ID,393.0,0.0,,393.0
2021-10-30,ID,340.0,0.0,,340.0
2021-11-06,ID,312.0,0.0,,312.0
2021-11-13,ID,234.0,0.0,,234.0
2021-11-20,ID,239.0,2.0,,241.0
2021-11-27,ID,235.0,2.0,,237.0
2021-12-04,ID,199.0,0.0,,199.0
2021-12-11,ID,225.0,0.0,,225.0
2021-12-18,ID,170.0,2.0,,172.0
2021-12-25,ID,176.0,2.0,,178.0
2022-01-01,ID,176.0,4.0,,180.0
2022-01-08,ID,289.0,4.0,,293.0
2022-01-15,ID,365.0,3.0,,368.0
2022-01-22,ID,525.0,1.0,,526.0
2022-01-29,ID,577.0,2.0,,579.0
2022-02-05,ID,528.0,1.0,,529.0
2022-02-12,ID,413.0,1.0,,414.0
2022-02-19,ID,278.0,1.0,,279.0
2022-02-26,ID,153.0,3.0,,156.0
2022-03-05,ID,94.0,1.0,,95.0
2022-03-12,ID,103.0,13.0,,116.0
2022-03-19,ID,48.0,16.0,,64.0
2022-03-26,ID,36.0,14.0,,50.0
2022-04-02,ID,18.0,19.0,,37.0
2022-04-09,ID,24.0,20.0,,44.0
2022-04-16,ID,29.0,16.0,,45.0
2022-04-23,ID,37.0,17.0,,54.0
2022-04-30,ID,53.0,15.0,,68.0
2022-05-07,ID,55.0,13.0,,68.0
2022-05-14,ID,49.0,16.0,,65.0
2022-05-21,ID,66.0,12.0,,78.0
2022-05-28,ID,85.0,3.0,,88.0
2022-06-04,ID,95.0,10.0,,105.0
2022-06-11,ID,139.0,7.0,,146.0
2022-06-18,ID,120.0,5.0,,125.0
2022-06-25,ID,182.0,2.0,,184.0
2022-07-02,ID,218.0,3.0,,221.0
2022-07-09,ID,221.0,3.0,,224.0
2022-07-16,ID,242.0,4.0,,246.0
2022-07-23,ID,235.0,0.0,,235.0
2022-07-30,ID,244.0,1.0,,245.0
2022-08-06,ID,202.0,2.0,,204.0
2022-08-13,ID,144.0,0.0,,144.0
2022-08-20,ID,163.0,1.0,,164.0
2022-08-27,ID,167.0,0.0,,167.0
2022-09-03,ID,140.0,3.0,,143.0
2022-09-10,ID,143.0,0.0,,143.0
2022-09-17,ID,125.0,0.0,,125.0
2022-09-24,ID,122.0,3.0,,125.0
2022-10-01,ID,128.0,3.0,,131.0
2023-10-07,MA,541.0,12.0,,553.0
2023-10-14,MA,574.0,16.0,,590.0
2023-10-21,MA,463.0,14.0,,477.0
2023-10-28,MA,446.0,28.0,,474.0
2023-11-04,MA,422.0,33.0,,455.0
2023-11-11,MA,443.0,32.0,,475.0
2023-11-18,MA,482.0,38.0,,520.0
2023-11-25,MA,535.0,67.0,,602.0
2023-12-02,MA,644.0,99.0,,743.0
2023-12-09,MA,596.0,148.0,,744.0
2023-12-16,MA,718.0,216.0,,934.0
2023-12-23,MA,906.0,317.0,,1223.0
2023-12-30,MA,,554.0,,554.0
2024-01-06,MA,,634.0,,634.0
2024-01-13,MA,927.0,518.0,,1445.0
2024-01-20,MA,806.0,401.0,,1207.0
2024-01-27,MA,676.0,391.0,,1067.0
2024-02-03,MA,580.0,446.0,,1026.0
2024-02-10,MA,539.0,432.0,,971.0
2024-02-17,MA,484.0,512.0,,996.0
2024-02-24,MA,412.0,463.0,,875.0
2024-03-02,MA,324.0,508.0,,832.0
2024-03-09,MA,215.0,402.0,,617.0
2024-03-16,MA,207.0,323.0,,530.0
2024-03-23,MA,167.0,240.0,,407.0
2024-03-30,MA,165.0,228.0,,393.0
2024-04-06,MA,191.0,227.0,,418.0
2024-04-13,MA,162.0,177.0,,339.0
2024-04-20,MA,164.0,127.0,,291.0
2024-04-27,MA,133.0,69.0,,202.0
2024-05-04,MA,121.0,58.0,,179.0
2024-05-11,MA,55.0,48.0,,103.0
2024-05-18,MA,,,,0.0
2024-05-25,MA,,,,0.0
2024-06-01,MA,,,,0.0
2024-06-08,MA,,,,0.0
2024-06-15,MA,,,,0.0
2024-06-22,MA,,,,0.0
2024-06-29,MA,0.0,0.0,,0.0
2024-07-06,MA,3.0,0.0,,3.0
2024-07-13,MA,6.0,0.0,,6.0
2024-07-20,MA,2.0,0.0,,2.0
2024-07-27,MA,,,,0.0
2024-08-03,MA,,,,0.0
2024-08-10,MA,,,,0.0
2024-08-17,MA,,,,0.0
2024-08-24,MA,,,,0.0
2024-08-31,MA,,,,0.0
2024-09-07,MA,,,,0.0
2024-09-14,MA,,,,0.0
2024-09-21,MA,,,,0.0
2024-09-28,MA,,,,0.0
2025-10-04,MA,158.0,17.0,23.0,198.0
2025-10-11,MA,121.0,5.0,16.0,142.0
2025-10-18,MA,118.0,10.0,12.0,140.0
2025-10-25,MA,75.0,11.0,4.0,90.0
2025-11-01,MA,85.0,18.0,32.0,135.0
2025-11-08,MA,87.0,20.0,23.0,130.0
2025-11-15,MA,82.0,36.0,20.0,138.0
2025-11-22,MA,99.0,50.0,15.0,164.0
2025-11-29,MA,114.0,72.0,21.0,207.0
2025-12-06,MA,127.0,129.0,63.0,319.0
2025-12-13,MA,174.0,220.0,38.0,432.0
2025-12-20,MA,191.0,455.0,54.0,700.0
2025-12-27,MA,267.0,878.0,76.0,1221.0
2026-01-03,MA,340.0,,107.0,447.0
2026-01-10,MA,264.0,856.0,111.0,1231.0
2026-01-17,MA,213.0,479.0,98.0,790.0
2026-01-24,MA,176.0,243.0,201.0,620.0
2026-01-31,MA,154.0,222.0,110.0,486.0
2023-10-07,MD,340.0,3.0,,343.0
2023-10-14,MD,263.0,3.0,,266.0
2023-10-21,MD,290.0,9.0,,299.0
2023-10-28,MD,277.0,10.0,,287.0
2023-11-04,MD,284.0,15.0,,299.0
2023-11-11,MD,269.0,19.0,,288.0
2023-11-18,MD,290.0,27.0,,317.0
2023-11-25,MD,347.0,22.0,,369.0
2023-12-02,MD,416.0,60.0,1.0,477.0
2023-12-09,MD,431.0,78.0,0.0,509.0
2023-12-16,MD,461.0,115.0,0.0,576.0
2023-12-23,MD,469.0,207.0,0.0,676.0
2023-12-30,MD,577.0,328.0,5.0,910.0
2024-01-06,MD,612.0,322.0,0.0,934.0
2024-01-13,MD,531.0,245.0,1.0,777.0
2024-01-20,MD,427.0,198.0,0.0,625.0
2024-01-27,MD,388.0,171.0,0.0,559.0
2024-02-03,MD,323.0,113.0,0.0,436.0
2024-02-10,MD,305.0,111.0,0.0,416.0
2024-02-17,MD,282.0,123.0,0.0,405.0
2024-02-24,MD,243.0,118.0,0.0,361.0
2024-03-02,MD,278.0,176.0,0.0,454.0
2024-03-09,MD,242.0,170.0,0.0,412.0
2024-03-16,MD,176.0,114.0,0.0,290.0
2024-03-23,MD,151.0,75.0,0.0,226.0
2024-03-30,MD,114.0,76.0,1.0,191.0
2024-04-06,MD,115.0,88.0,0.0,203.0
2024-04-13,MD,91.0,55.0,0.0,146.0
2024-04-20,MD,81.0,38.0,0.0,119.0
2024-04-27,MD,74.0,20.0,0.0,94.0
2024-05-04,MD,42.0,10.0,0.0,52.0
2024-05-11,MD,41.0,5.0,0.0,46.0
2024-05-18,MD,31.0,0.0,0.0,31.0
2024-05-25,MD,23.0,0.0,0.0,23.0
2024-06-01,MD,29.0,5.0,0.0,34.0
2024-06-08,MD,26.0,3.0,0.0,29.0
2024-06-15,MD,17.0,0.0,0.0,17.0
2024-06-22,MD,37.0,0.0,0.0,37.0
2024-06-29,MD,53.0,2.0,0.0,55.0
2024-07-06,MD,54.0,1.0,0.0,55.0
2024-07-13,MD,51.0,0.0,0.0,51.0
2024-07-20,MD,80.0,0.0,,80.0
2024-07-27,MD,72.0,0.0,,72.0
2024-08-03,MD,79.0,1.0,,80.0
2024-08-10,MD,100.0,0.0,,100.0
2024-08-17,MD,91.0,2.0,,93.0
2024-08-24,MD,106.0,2.0,,108.0
2024-08-31,MD,142.0,0.0,,142.0
2024-09-07,MD,100.0,0.0,,100.0
2024-09-14,MD,80.0,3.0,0.0,83.0
2024-09-21,MD,70.0,5.0,,75.0
2024-09-28,MD,48.0,1.0,0.0,49.0
2023-10-07,MI,524.0,17.0,,541.0
2023-10-14,MI,477.0,20.0,,497.0
2023-10-21,MI,495.0,21.0,,516.0
2023-10-28,MI,536.0,12.0,,548.0
2023-11-04,MI,477.0,34.0,,511.0
2023-11-11,MI,554.0,30.0,,584.0
2023-11-18,MI,667.0,52.0,,719.0
2023-11-25,MI,813.0,88.0,,901.0
2023-12-02,MI,,106.0,0.0,106.0
2023-12-09,MI,,173.0,0.0,173.0
2023-12-16,MI,998.0,247.0,0.0,1245.0
2023-12-23,MI,,271.0,0.0,271.0
2023-12-30,MI,,567.0,5.0,572.0
2024-01-06,MI,,497.0,5.0,502.0
2024-01-13,MI,,381.0,4.0,385.0
2024-01-20,MI,765.0,346.0,1.0,1112.0
2024-01-27,MI,656.0,388.0,2.0,1046.0
2024-02-03,MI,645.0,483.0,3.0,1131.0
2024-02-10,MI,610.0,664.0,4.0,1278.0
2024-02-17,MI,561.0,770.0,2.0,1333.0
2024-02-24,MI,563.0,974.0,3.0,1540.0
