state,week,covid_admissions,influenza_admissions,rsv_admissions,total_respiratory_admissions,aqi_mean,aqi_p90,aqi_max,days_reported
AK,2025-10-04,5.0,2.0,1.0,8.0,20.0,24.4,26,3
AR,2021-01-02,,20.0,,20.0,21.705882352941178,31.200000000000003,35,17
AR,2021-01-09,,20.0,,20.0,34.07843137254902,42.0,50,51
AR,2021-01-16,,17.0,,17.0,42.03508771929825,57.0,73,57
AR,2021-01-23,,13.0,,13.0,35.11538461538461,46.9,55,52
AR,2021-01-30,844.0,21.0,,865.0,31.096153846153847,39.0,51,52
AR,2021-02-06,741.0,9.0,,750.0,40.285714285714285,54.0,67,56
AR,2021-02-13,636.0,19.0,,655.0,42.09615384615385,61.0,66,52
AR,2021-02-20,439.0,16.0,,455.0,43.265306122448976,55.0,59,49
AR,2021-02-27,399.0,10.0,,409.0,40.56603773584906,53.800000000000004,59,53
AR,2021-03-06,253.0,10.0,,263.0,38.90384615384615,49.8,83,52
AR,2021-03-13,198.0,21.0,,219.0,48.03846153846154,60.9,82,52
AR,2021-03-20,213.0,13.0,,226.0,43.945454545454545,54.6,100,55
AR,2021-03-27,133.0,14.0,,147.0,43.55769230769231,54.9,62,52
AR,2021-04-03,133.0,11.0,,144.0,44.63461538461539,56.0,81,52
AR,2021-04-10,176.0,14.0,,190.0,45.45614035087719,58.0,67,57
AR,2021-04-17,170.0,16.0,,186.0,41.98076923076923,54.0,67,52
AR,2021-04-24,166.0,18.0,,184.0,41.294117647058826,50.0,58,51
AR,2021-05-01,202.0,15.0,,217.0,44.98245614035088,55.0,61,57
AR,2021-05-08,197.0,6.0,,203.0,43.30769230769231,56.699999999999996,64,52
AR,2021-05-15,180.0,6.0,,186.0,38.11538461538461,50.8,55,52
AR,2021-05-22,211.0,3.0,,214.0,43.228070175438596,55.0,64,57
AR,2021-05-29,205.0,1.0,,206.0,38.44230769230769,54.9,59,52
AR,2021-06-05,171.0,7.0,,178.0,38.90384615384615,52.0,59,52
AR,2021-06-12,201.0,1.0,,202.0,38.35087719298246,56.4,66,57
AR,2021-06-19,265.0,4.0,,269.0,65.23076923076923,99.29999999999998,122,52
AR,2021-06-26,334.0,4.0,,338.0,45.65384615384615,60.8,90,52
AR,2021-07-03,400.0,2.0,,402.0,39.08771929824562,54.199999999999996,68,57
AR,2021-07-10,586.0,1.0,,587.0,49.30769230769231,67.5,97,52
AR,2021-07-17,700.0,1.0,,701.0,44.13461538461539,57.699999999999996,85,52
AR,2021-07-24,893.0,1.0,,894.0,53.089285714285715,78.0,95,56
AR,2021-07-31,,0.0,,0.0,57.411764705882355,72.0,84,51
AR,2021-08-07,,3.0,,3.0,61.80769230769231,88.69999999999999,112,52
AR,2021-08-14,,2.0,,2.0,45.54385964912281,60.4,86,57
AR,2021-08-21,,3.0,,3.0,43.57692307692308,58.9,63,52
AR,2021-08-28,,5.0,,5.0,53.75,69.0,105,52
AR,2021-09-04,981.0,2.0,,983.0,46.87719298245614,60.4,74,57
AR,2021-09-11,861.0,0.0,,861.0,55.28846153846154,74.0,112,52
AR,2021-09-18,830.0,2.0,,832.0,43.17307692307692,58.0,64,52
AR,2021-09-25,704.0,3.0,,707.0,41.017857142857146,56.5,87,56
AR,2021-10-02,492.0,0.0,,492.0,47.03846153846154,73.9,90,52
AZ,2022-10-08,286.0,13.0,,299.0,47.38202247191011,58.2,601,89
AZ,2022-10-15,262.0,11.0,,273.0,39.83516483516483,52.0,77,91
AZ,2022-10-22,361.0,24.0,,385.0,36.76923076923077,51.0,67,91
AZ,2022-10-29,359.0,26.0,,385.0,38.67032967032967,55.0,66,91
AZ,2022-11-05,525.0,79.0,,604.0,42.10989010989011,64.0,89,91
AZ,2022-11-12,707.0,134.0,,841.0,38.035714285714285,58.7,80,84
AZ,2022-11-19,906.0,308.0,,1214.0,42.7906976744186,61.0,85,86
AZ,2022-11-26,,570.0,,570.0,41.48351648351648,69.0,87,91
AZ,2022-12-03,,799.0,,799.0,43.604395604395606,67.0,91,91
AZ,2022-12-10,,779.0,,779.0,36.27472527472528,57.0,97,91
AZ,2022-12-17,952.0,568.0,,1520.0,36.285714285714285,58.0,112,91
AZ,2022-12-24,837.0,580.0,,1417.0,43.714285714285715,84.0,156,91
AZ,2022-12-31,830.0,656.0,,1486.0,40.63333333333333,67.20000000000002,189,90
AZ,2023-01-07,697.0,386.0,,1083.0,39.120879120879124,57.0,160,91
AZ,2023-01-14,573.0,163.0,,736.0,39.989010989010985,63.0,105,91
AZ,2023-01-21,446.0,118.0,,564.0,32.9010989010989,47.0,84,91
AZ,2023-01-28,376.0,57.0,,433.0,38.56043956043956,57.0,80,91
AZ,2023-02-04,380.0,62.0,,442.0,40.735632183908045,59.20000000000002,79,87
AZ,2023-02-11,386.0,56.0,,442.0,40.934065934065934,55.0,100,91
AZ,2023-02-18,369.0,38.0,,407.0,40.472527472527474,53.0,145,91
AZ,2023-02-25,431.0,43.0,,474.0,41.637362637362635,58.0,181,91
AZ,2023-03-04,398.0,49.0,,447.0,37.56043956043956,50.0,63,91
AZ,2023-03-11,439.0,43.0,,482.0,40.10989010989011,54.0,66,91
AZ,2023-03-18,383.0,55.0,,438.0,36.16483516483517,48.0,58,91
AZ,2023-03-25,398.0,36.0,,434.0,39.1978021978022,53.0,147,91
AZ,2023-04-01,313.0,23.0,,336.0,44.43956043956044,61.0,84,91
AZ,2023-04-08,335.0,40.0,,375.0,54.51648351648352,86.0,137,91
AZ,2023-04-15,360.0,46.0,,406.0,54.43956043956044,80.0,101,91
AZ,2023-04-22,344.0,37.0,,381.0,57.989010989010985,87.0,108,91
AZ,2023-04-29,285.0,41.0,,326.0,54.84615384615385,80.0,97,91
AZ,2023-05-06,297.0,34.0,,331.0,51.05494505494506,71.0,119,91
AZ,2023-05-13,260.0,55.0,,315.0,65.2967032967033,100.0,122,91
AZ,2023-05-20,244.0,55.0,,299.0,64.2967032967033,108.0,161,91
AZ,2023-05-27,173.0,65.0,,238.0,52.28888888888889,80.0,119,90
AZ,2023-06-03,191.0,65.0,,256.0,48.824175824175825,77.0,112,91
AZ,2023-06-10,178.0,61.0,,239.0,64.15384615384616,93.0,142,91
AZ,2023-06-17,165.0,50.0,,215.0,64.31818181818181,97.89999999999999,122,88
AZ,2023-06-24,168.0,48.0,,216.0,61.28409090909091,102.19999999999999,156,88
AZ,2023-07-01,160.0,29.0,,189.0,67.53846153846153,116.0,143,91
AZ,2023-07-08,165.0,34.0,,199.0,61.76923076923077,97.0,143,91
AZ,2023-07-15,201.0,28.0,,229.0,45.31868131868132,71.0,97,91
AZ,2023-07-22,160.0,13.0,,173.0,55.46590909090909,97.0,185,88
AZ,2023-07-29,121.0,15.0,,136.0,76.16483516483517,122.0,709,91
AZ,2023-08-05,149.0,11.0,,160.0,54.76923076923077,90.0,159,91
AZ,2023-08-12,152.0,9.0,,161.0,37.10989010989011,55.0,72,91
AZ,2023-08-19,213.0,6.0,,219.0,53.022222222222226,84.60000000000005,147,90
AZ,2023-08-26,253.0,17.0,,270.0,55.07692307692308,84.0,519,91
AZ,2023-09-02,290.0,13.0,,303.0,53.65934065934066,87.0,251,91
AZ,2023-09-09,272.0,8.0,,280.0,42.69230769230769,61.0,100,91
AZ,2023-09-16,303.0,10.0,,313.0,40.53846153846154,57.0,97,91
AZ,2023-09-23,281.0,8.0,,289.0,43.637362637362635,64.0,97,91
AZ,2023-09-30,329.0,21.0,,350.0,47.91208791208791,67.0,164,91
CO,2021-10-09,,1.0,,1.0,39.93023255813954,54.0,71,172
CO,2021-10-16,,0.0,,0.0,35.60112359550562,47.30000000000001,67,178
CO,2021-10-23,,0.0,,0.0,42.64705882352941,55.099999999999994,87,170
CO,2021-10-30,,2.0,,2.0,35.905325443786985,46.0,61,169
CO,2021-11-06,,4.0,,4.0,34.97206703910614,52.0,76,179
CO,2021-11-13,,3.0,,3.0,39.49707602339181,52.0,90,171
CO,2021-11-20,,2.0,,2.0,37.040462427745666,47.80000000000001,64,173
CO,2021-11-27,,4.0,,4.0,35.0,46.0,63,178
CO,2021-12-04,,16.0,,16.0,37.202312138728324,53.80000000000001,63,173
CO,2021-12-11,,26.0,,26.0,35.958333333333336,49.60000000000002,75,168
CO,2021-12-18,,32.0,,32.0,37.959537572254334,58.0,78,173
CO,2021-12-25,,47.0,,47.0,37.08139534883721,48.0,64,172
CO,2022-01-01,,65.0,,65.0,36.73006134969325,46.80000000000001,58,163
CO,2022-01-08,,29.0,,29.0,38.86470588235294,60.099999999999994,108,170
CO,2022-01-15,,24.0,,24.0,39.59411764705882,57.0,79,170
CO,2022-01-22,,9.0,,9.0,38.55621301775148,57.20000000000002,75,169
CO,2022-01-29,,9.0,,9.0,36.729885057471265,49.70000000000002,75,174
CO,2022-02-05,,12.0,,12.0,39.04819277108434,53.0,75,166
CO,2022-02-12,871.0,27.0,,898.0,38.73684210526316,50.0,64,171
CO,2022-02-19,602.0,16.0,,618.0,39.10614525139665,54.0,74,179
CO,2022-02-26,441.0,24.0,,465.0,40.04733727810651,57.20000000000002,84,169
CO,2022-03-05,278.0,21.0,,299.0,42.95348837209303,60.0,80,172
CO,2022-03-12,230.0,38.0,,268.0,38.66285714285714,49.599999999999994,190,175
CO,2022-03-19,150.0,55.0,,205.0,42.44378698224852,61.0,80,169
CO,2022-03-26,133.0,82.0,,215.0,41.21022727272727,50.0,63,176
CO,2022-04-02,123.0,121.0,,244.0,41.0828729281768,52.0,74,181
CO,2022-04-09,101.0,104.0,,205.0,44.15340909090909,56.5,77,176
CO,2022-04-16,111.0,139.0,,250.0,46.82386363636363,58.0,105,176
CO,2022-04-23,185.0,179.0,,364.0,49.80337078651685,67.0,158,178
CO,2022-04-30,183.0,163.0,,346.0,60.53631284916201,84.0,100,179
CO,2022-05-07,255.0,258.0,,513.0,48.54010695187166,68.60000000000002,101,187
CO,2022-05-14,259.0,173.0,,432.0,59.401015228426395,84.4,227,197
CO,2022-05-21,345.0,120.0,,465.0,46.63978494623656,64.0,80,186
CO,2022-05-28,381.0,87.0,,468.0,46.35326086956522,64.0,90,184
CO,2022-06-04,480.0,75.0,,555.0,49.064864864864866,74.0,108,185
CO,2022-06-11,638.0,39.0,,677.0,50.71264367816092,80.0,108,174
CO,2022-06-18,569.0,25.0,,594.0,68.98863636363636,108.0,169,176
CO,2022-06-25,585.0,9.0,,594.0,54.50555555555555,90.29999999999998,133,180
CO,2022-07-02,595.0,13.0,,608.0,45.32203389830509,71.0,105,177
CO,2022-07-09,784.0,11.0,,795.0,45.92817679558011,67.0,101,181
CO,2022-07-16,635.0,9.0,,644.0,55.04663212435233,87.0,119,193
CO,2022-07-23,597.0,9.0,,606.0,67.38297872340425,97.0,115,188
CO,2022-07-30,511.0,8.0,,519.0,54.77127659574468,90.0,140,188
CO,2022-08-06,499.0,12.0,,511.0,54.79274611398964,87.0,133,193
CO,2022-08-13,449.0,10.0,,459.0,61.439153439153436,105.0,133,189
CO,2022-08-20,371.0,10.0,,381.0,51.536842105263155,84.0,101,190
CO,2022-08-27,359.0,1.0,,360.0,48.18041237113402,79.10000000000005,115,194
CO,2022-09-03,353.0,1.0,,354.0,52.494680851063826,77.0,101,188
CO,2022-09-10,311.0,2.0,,313.0,57.23118279569893,93.0,126,186
CO,2022-09-17,329.0,3.0,,332.0,43.89119170984456,66.40000000000003,112,193
CO,2022-09-24,271.0,4.0,,275.0,39.79365079365079,53.20000000000002,80,189
CO,2022-10-01,271.0,3.0,,274.0,40.32804232804233,49.0,74,189
FL,2021-10-09,,35.0,,35.0,38.86466165413534,55.0,74,266
FL,2021-10-16,,16.0,,16.0,37.255639097744364,48.5,58,266
FL,2021-10-23,,28.0,,28.0,42.96992481203007,53.0,64,266
FL,2021-10-30,,27.0,,27.0,37.12452830188679,49.599999999999994,66,265
FL,2021-11-06,,30.0,,30.0,38.18560606060606,54.0,94,264
FL,2021-11-13,,49.0,,49.0,39.83712121212121,52.70000000000002,65,264
FL,2021-11-20,,49.0,,49.0,40.23018867924528,53.0,70,265
FL,2021-11-27,,64.0,,64.0,38.50751879699248,52.0,68,266
FL,2021-12-04,,62.0,,62.0,48.68421052631579,61.0,74,266
FL,2021-12-11,,81.0,,81.0,40.25187969924812,54.0,73,266
FL,2021-12-18,,83.0,,83.0,37.225563909774436,51.0,69,266
FL,2021-12-25,,103.0,,103.0,38.4812030075188,53.5,135,266
FL,2022-01-01,,112.0,,112.0,41.87593984962406,55.5,136,266
FL,2022-01-08,,72.0,,72.0,39.902255639097746,52.0,87,266
FL,2022-01-15,,102.0,,102.0,42.35227272727273,55.70000000000002,72,264
FL,2022-01-22,,69.0,,69.0,39.81954887218045,53.0,68,266
FL,2022-01-29,,44.0,,44.0,43.96958174904943,57.0,79,263
FL,2022-02-05,,56.0,,56.0,43.03088803088803,53.20000000000002,77,259
FL,2022-02-12,,47.0,,47.0,43.36434108527132,59.0,75,258
FL,2022-02-19,,47.0,,47.0,44.71042471042471,58.0,80,259
FL,2022-02-26,,55.0,,55.0,43.335907335907336,54.0,72,259
FL,2022-03-05,,59.0,,59.0,53.14671814671814,80.0,100,259
FL,2022-03-12,,47.0,,47.0,38.248062015503876,53.30000000000001,91,258
FL,2022-03-19,,58.0,,58.0,41.35769230769231,51.099999999999994,87,260
FL,2022-03-26,814.0,84.0,,898.0,46.37593984962406,56.0,112,266
FL,2022-04-02,711.0,78.0,,789.0,53.14661654135338,71.0,100,266
FL,2022-04-09,693.0,83.0,,776.0,46.461832061068705,55.0,86,262
FL,2022-04-16,964.0,148.0,,1112.0,45.33846153846154,54.099999999999994,74,260
FL,2022-04-23,923.0,141.0,,1064.0,43.62781954887218,52.0,84,266
FL,2022-04-30,,164.0,,164.0,47.38867924528302,57.0,80,265
FL,2022-05-07,,213.0,,213.0,44.22433460076046,55.0,93,263
FL,2022-05-14,,278.0,,278.0,49.16731517509728,64.0,87,257
FL,2022-05-21,,371.0,,371.0,47.705882352941174,61.0,89,255
FL,2022-05-28,,517.0,,517.0,44.490196078431374,62.599999999999994,90,255
FL,2022-06-04,,665.0,,665.0,37.91891891891892,52.0,112,259
FL,2022-06-11,,551.0,,551.0,36.47490347490348,51.0,63,259
FL,2022-06-18,,461.0,,461.0,51.31782945736434,72.30000000000001,109,258
FL,2022-06-25,,302.0,,302.0,51.82213438735178,64.0,133,253
FL,2022-07-02,,208.0,,208.0,35.84824902723735,45.0,64,257
FL,2022-07-09,,161.0,,161.0,34.34117647058824,50.19999999999999,66,255
FL,2022-07-16,,124.0,,124.0,34.159533073929964,48.0,58,257
FL,2022-07-23,,89.0,,89.0,39.80078125,58.0,68,256
FL,2022-07-30,,74.0,,74.0,41.825581395348834,62.30000000000001,75,258
FL,2022-08-06,,69.0,,69.0,37.92664092664093,55.0,67,259
FL,2022-08-13,,74.0,,74.0,43.45882352941177,65.0,94,255
FL,2022-08-20,,60.0,,60.0,42.51937984496124,53.0,93,258
FL,2022-08-27,,65.0,,65.0,29.700787401574804,41.0,54,254
FL,2022-09-03,,53.0,,53.0,30.433070866141733,39.0,54,254
FL,2022-09-10,,50.0,,50.0,34.23552123552123,51.20000000000002,64,259
FL,2022-09-17,,79.0,,79.0,35.23552123552123,51.0,62,259
FL,2022-09-24,,78.0,,78.0,41.714285714285715,60.0,84,259
FL,2022-10-01,,78.0,,78.0,38.31132075471698,51.900000000000006,80,212
FL,2023-10-07,,227.0,,227.0,51.95471698113207,89.0,144,265
FL,2023-10-14,,213.0,,213.0,35.96212121212121,48.70000000000002,67,264
FL,2023-10-21,947.0,291.0,,1238.0,39.1015037593985,50.0,97,266
FL,2023-10-28,829.0,313.0,,1142.0,41.81578947368421,53.5,80,266
FL,2023-11-04,857.0,443.0,,1300.0,40.29277566539924,48.0,71,263
FL,2023-11-11,742.0,462.0,,1204.0,45.679245283018865,60.0,80,265
FL,2023-11-18,753.0,652.0,,1405.0,35.556390977443606,47.0,59,266
FL,2023-11-25,737.0,701.0,,1438.0,38.66415094339623,51.0,58,265
FL,2023-12-02,811.0,743.0,0.0,1554.0,37.8984962406015,52.0,103,266
FL,2023-12-09,906.0,761.0,0.0,1667.0,37.3609022556391,48.0,64,266
FL,2023-12-16,,843.0,0.0,843.0,35.80377358490566,46.0,65,265
FL,2023-12-23,,989.0,1.0,990.0,36.99248120300752,47.0,65,266
FL,2023-12-30,,,1.0,1.0,33.973684210526315,44.0,58,266
FL,2024-01-06,,,0.0,0.0,45.92857142857143,60.0,197,266
FL,2024-01-13,,,0.0,0.0,37.146153846153844,51.099999999999994,66,260
FL,2024-01-20,,908.0,0.0,908.0,35.99248120300752,48.5,61,266
FL,2024-01-27,,835.0,0.0,835.0,37.27547169811321,47.599999999999994,57,265
FL,2024-02-03,,711.0,0.0,711.0,44.80544747081712,60.0,86,257
FL,2024-02-10,,828.0,1.0,829.0,41.4566037735849,51.0,190,265
FL,2024-02-17,,678.0,0.0,678.0,43.49433962264151,55.0,272,265
FL,2024-02-24,,619.0,0.0,619.0,47.128787878787875,61.0,87,264
FL,2024-03-02,,538.0,0.0,538.0,49.041666666666664,60.0,162,264
FL,2024-03-09,,536.0,0.0,536.0,37.91729323308271,52.0,61,266
FL,2024-03-16,925.0,516.0,0.0,1441.0,45.72932330827068,58.0,81,266
FL,2024-03-23,792.0,423.0,0.0,1215.0,46.34469696969697,61.0,94,264
FL,2024-03-30,680.0,404.0,0.0,1084.0,45.69847328244275,54.0,77,262
FL,2024-04-06,577.0,312.0,0.0,889.0,50.08560311284047,64.0,108,257
FL,2024-04-13,473.0,326.0,0.0,799.0,49.58527131782946,60.30000000000001,93,258
FL,2024-04-20,420.0,239.0,0.0,659.0,52.1793893129771,71.0,108,262
FL,2024-04-27,428.0,262.0,0.0,690.0,53.60227272727273,73.40000000000003,139,264
FL,2024-05-04,312.0,141.0,0.0,453.0,43.96992481203007,54.0,74,266
FL,2024-05-11,161.0,85.0,0.0,246.0,43.68076923076923,56.0,77,260
FL,2024-05-18,196.0,91.0,0.0,287.0,50.426923076923075,67.1,84,260
FL,2024-05-25,202.0,97.0,0.0,299.0,44.73684210526316,58.0,87,266
FL,2024-06-01,252.0,77.0,0.0,329.0,55.633962264150945,74.0,143,265
FL,2024-06-08,283.0,81.0,0.0,364.0,45.1390977443609,55.0,97,266
FL,2024-06-15,325.0,80.0,0.0,405.0,39.75187969924812,56.0,97,266
FL,2024-06-22,487.0,64.0,0.0,551.0,39.08646616541353,49.5,67,266
FL,2024-06-29,561.0,62.0,0.0,623.0,32.3421052631579,50.5,64,266
FL,2024-07-06,717.0,56.0,0.0,773.0,38.745173745173744,54.20000000000002,69,259
FL,2024-07-13,830.0,78.0,0.0,908.0,47.371647509578544,69.0,90,261
FL,2024-07-20,999.0,59.0,0.0,1058.0,38.40684410646388,54.80000000000001,73,263
FL,2024-07-27,994.0,41.0,0.0,1035.0,39.32830188679245,55.0,66,265
FL,2024-08-03,950.0,54.0,0.0,1004.0,39.79622641509434,54.0,64,265
FL,2024-08-10,826.0,42.0,0.0,868.0,43.11067193675889,63.0,74,253
FL,2024-08-17,762.0,45.0,0.0,807.0,47.22348484848485,61.0,77,264
FL,2024-08-24,588.0,41.0,0.0,629.0,42.92307692307692,56.0,80,260
FL,2024-08-31,516.0,38.0,0.0,554.0,29.719844357976655,39.0,55,257
FL,2024-09-07,526.0,55.0,0.0,581.0,31.706106870229007,50.80000000000001,60,262
FL,2024-09-14,422.0,79.0,0.0,501.0,29.193675889328063,39.0,52,253
FL,2024-09-21,357.0,44.0,0.0,401.0,39.84705882352941,53.0,90,255
FL,2024-09-28,283.0,46.0,1.0,330.0,37.42391304347826,51.0,77,184
HI,2021-10-09,93.0,0.0,,93.0,28.666666666666668,52.800000000000004,61,27
HI,2021-10-16,68.0,0.0,,68.0,25.214285714285715,50.3,58,28
HI,2021-10-23,52.0,0.0,,52.0,20.107142857142858,39.900000000000006,55,28
HI,2021-10-30,64.0,0.0,,64.0,19.555555555555557,44.800000000000004,49,27
HI,2021-11-06,34.0,0.0,,34.0,22.392857142857142,44.2,52,28
HI,2021-11-13,42.0,0.0,,42.0,23.857142857142858,35.30000000000001,49,28
HI,2021-11-20,41.0,0.0,,41.0,25.642857142857142,40.5,51,28
HI,2021-11-27,34.0,1.0,,35.0,26.071428571428573,47.10000000000001,54,28
HI,2021-12-04,32.0,0.0,,32.0,24.857142857142858,43.0,49,28
HI,2021-12-11,35.0,0.0,,35.0,27.714285714285715,44.0,46,28
HI,2021-12-18,41.0,0.0,,41.0,23.678571428571427,38.3,44,28
HI,2021-12-25,91.0,1.0,,92.0,24.296296296296298,40.0,40,27
HI,2022-01-01,211.0,0.0,,211.0,29.75,42.400000000000006,63,28
HI,2022-01-08,323.0,0.0,,323.0,20.571428571428573,36.00000000000001,51,28
HI,2022-01-15,389.0,0.0,,389.0,31.571428571428573,48.900000000000006,54,28
HI,2022-01-22,410.0,0.0,,410.0,25.071428571428573,37.0,38,28
HI,2022-01-29,340.0,0.0,,340.0,24.642857142857142,38.3,56,28
HI,2022-02-05,261.0,0.0,,261.0,22.285714285714285,38.6,52,28
HI,2022-02-12,186.0,0.0,,186.0,21.071428571428573,35.3,43,28
HI,2022-02-19,169.0,0.0,,169.0,22.392857142857142,34.0,37,28
HI,2022-02-26,122.0,0.0,,122.0,26.75,34.7,52,28
HI,2022-03-05,86.0,0.0,,86.0,23.964285714285715,44.5,51,28
HI,2022-03-12,84.0,0.0,,84.0,31.035714285714285,47.0,52,28
HI,2022-03-19,65.0,1.0,,66.0,29.107142857142858,39.6,45,28
HI,2022-03-26,35.0,0.0,,35.0,29.178571428571427,41.6,55,28
HI,2022-04-02,48.0,1.0,,49.0,31.53846153846154,49.0,51,26
HI,2022-04-09,45.0,3.0,,48.0,36.95238095238095,47.0,52,21
HI,2022-04-16,54.0,9.0,,63.0,38.714285714285715,52.0,52,21
HI,2022-04-23,67.0,7.0,,74.0,36.0,49.0,52,21
HI,2022-04-30,87.0,4.0,,91.0,34.57142857142857,52.0,58,21
HI,2022-05-07,101.0,2.0,,103.0,35.904761904761905,47.0,49,21
HI,2022-05-14,138.0,3.0,,141.0,38.04761904761905,52.0,54,21
HI,2022-05-21,191.0,11.0,,202.0,40.333333333333336,55.0,63,21
HI,2022-05-28,191.0,9.0,,200.0,31.047619047619047,45.0,47,21
HI,2022-06-04,206.0,4.0,,210.0,25.61904761904762,42.0,52,21
HI,2022-06-11,239.0,3.0,,242.0,27.285714285714285,37.0,48,21
HI,2022-06-18,237.0,4.0,,241.0,27.0,35.0,41,21
HI,2022-06-25,279.0,6.0,,285.0,25.476190476190474,33.0,52,21
HI,2022-07-02,270.0,3.0,,273.0,25.714285714285715,32.0,42,21
HI,2022-07-09,221.0,3.0,,224.0,24.476190476190474,34.0,38,21
HI,2022-07-16,225.0,0.0,,225.0,25.61904761904762,31.0,39,21
HI,2022-07-23,224.0,1.0,,225.0,24.38095238095238,31.0,33,21
HI,2022-07-30,207.0,2.0,,209.0,26.19047619047619,35.0,42,21
HI,2022-08-06,210.0,3.0,,213.0,26.333333333333332,35.0,48,21
HI,2022-08-13,201.0,1.0,,202.0,28.80952380952381,42.0,57,21
HI,2022-08-20,174.0,1.0,,175.0,26.19047619047619,33.0,50,21
HI,2022-08-27,171.0,1.0,,172.0,26.19047619047619,36.0,49,21
HI,2022-09-03,162.0,2.0,,164.0,21.19047619047619,34.0,39,21
HI,2022-09-10,161.0,1.0,,162.0,24.666666666666668,37.0,50,21
HI,2022-09-17,101.0,2.0,,103.0,25.19047619047619,43.0,45,21
HI,2022-09-24,129.0,3.0,,132.0,21.523809523809526,29.0,34,21
HI,2022-10-01,123.0,4.0,,127.0,19.15,26.1,28,20
ID,2021-10-09,513.0,0.0,,513.0,34.90625,52.0,65,128
ID,2021-10-16,446.0,0.0,,446.0,29.1937984496124,44.60000000000001,66,129
ID,2021-10-23,393.0,0.0,,393.0,37.09375,55.0,90,128
ID,2021-10-30,340.0,0.0,,340.0,32.984375,54.0,79,128
ID,2021-11-06,312.0,0.0,,312.0,43.23255813953488,68.2,158,129
ID,2021-11-13,234.0,0.0,,234.0,40.739837398373986,60.0,86,123
ID,2021-11-20,239.0,2.0,,241.0,35.853658536585364,60.8,74,123
ID,2021-11-27,235.0,2.0,,237.0,39.65625,60.3,79,128
ID,2021-12-04,199.0,0.0,,199.0,43.078125,74.0,93,128
ID,2021-12-11,225.0,0.0,,225.0,32.70866141732284,58.0,75,127
ID,2021-12-18,170.0,2.0,,172.0,28.713178294573645,52.2,82,129
ID,2021-12-25,176.0,2.0,,178.0,35.08661417322835,58.400000000000006,103,127
ID,2022-01-01,176.0,4.0,,180.0,34.992063492063494,57.0,78,126
ID,2022-01-08,289.0,4.0,,293.0,34.4921875,59.0,75,128
ID,2022-01-15,365.0,3.0,,368.0,47.734375,76.3,108,128
ID,2022-01-22,525.0,1.0,,526.0,47.889763779527556,75.4,112,127
ID,2022-01-29,577.0,2.0,,579.0,45.6,68.60000000000001,90,125
ID,2022-02-05,528.0,1.0,,529.0,44.2109375,67.0,106,128
ID,2022-02-12,413.0,1.0,,414.0,51.1171875,71.0,99,128
ID,2022-02-19,278.0,1.0,,279.0,39.51937984496124,61.2,78,129
ID,2022-02-26,153.0,3.0,,156.0,33.03125,54.0,69,128
ID,2022-03-05,94.0,1.0,,95.0,36.171875,58.3,65,128
ID,2022-03-12,103.0,13.0,,116.0,28.767441860465116,45.2,61,129
ID,2022-03-19,48.0,16.0,,64.0,25.390625,41.0,54,128
ID,2022-03-26,36.0,14.0,,50.0,28.703125,46.0,63,128
ID,2022-04-02,18.0,19.0,,37.0,30.666666666666668,49.400000000000006,67,129
ID,2022-04-09,24.0,20.0,,44.0,29.390625,46.0,80,128
ID,2022-04-16,29.0,16.0,,45.0,24.6328125,42.3,53,128
ID,2022-04-23,37.0,17.0,,54.0,24.865079365079364,44.0,48,126
ID,2022-04-30,53.0,15.0,,68.0,30.555555555555557,47.0,52,126
ID,2022-05-07,55.0,13.0,,68.0,22.706349206349206,41.0,53,126
ID,2022-05-14,49.0,16.0,,65.0,20.503937007874015,41.0,51,127
ID,2022-05-21,66.0,12.0,,78.0,21.758064516129032,42.0,64,124
ID,2022-05-28,85.0,3.0,,88.0,21.080645161290324,42.0,54,124
ID,2022-06-04,95.0,10.0,,105.0,19.05426356589147,38.0,46,129
ID,2022-06-11,139.0,7.0,,146.0,19.3203125,42.0,58,128
ID,2022-06-18,120.0,5.0,,125.0,25.700854700854702,46.0,67,117
ID,2022-06-25,182.0,2.0,,184.0,23.593220338983052,47.3,74,118
ID,2022-07-02,218.0,3.0,,221.0,29.96875,49.0,64,128
ID,2022-07-09,221.0,3.0,,224.0,32.3671875,50.89999999999999,114,128
ID,2022-07-16,242.0,4.0,,246.0,32.40625,51.0,100,128
ID,2022-07-23,235.0,0.0,,235.0,40.354838709677416,70.7,186,124
ID,2022-07-30,244.0,1.0,,245.0,48.968503937007874,68.4,128,127
ID,2022-08-06,202.0,2.0,,204.0,50.59842519685039,66.80000000000001,154,127
ID,2022-08-13,144.0,0.0,,144.0,43.546875,64.3,126,128
ID,2022-08-20,163.0,1.0,,164.0,48.976377952755904,71.4,131,127
ID,2022-08-27,167.0,0.0,,167.0,43.46511627906977,64.0,93,129
ID,2022-09-03,140.0,3.0,,143.0,56.953125,88.0,151,128
ID,2022-09-10,143.0,0.0,,143.0,87.03937007874016,159.0,201,127
ID,2022-09-17,125.0,0.0,,125.0,88.0625,172.89999999999998,263,128
ID,2022-09-24,122.0,3.0,,125.0,41.96875,55.3,126,128
ID,2022-10-01,128.0,3.0,,131.0,35.80952380952381,55.0,77,126
MA,2023-10-07,541.0,12.0,,553.0,50.0989010989011,67.0,113,91
MA,2023-10-14,574.0,16.0,,590.0,31.384615384615383,41.0,52,91
